ID,PRICE
18510,521521.1518074721
18511,1255053.0228410214
18512,1131282.7147289664
18513,389118.953841269
18514,174226.373252064
18515,726516.7283723205
18516,581671.8923777789
18517,164183.40456433594
18518,583115.9080705792
18519,419281.40427716076
18520,506250.8063160926
18521,799561.2272457331
18522,871054.0522319227
18523,727628.4863727242
18524,607726.0917396843
18525,538626.3922553211
18526,1284982.3589686751
18527,661666.9947163165
18528,635782.7924240679
18529,389575.2277005911
18530,433952.4470515996
18531,468064.2993927598
18532,665310.8982718736
18533,814678.7442294657
18534,881260.7342953086
18535,974878.4635881037
18536,1302931.1002383828
18537,276306.4696288407
18538,402920.5161704123
18539,1283637.0001165867
18540,509769.5014413446
18541,591448.8680296689
18542,1117394.6073956192
18543,388492.6513622403
18544,291641.66265793145
18545,942087.019302994
18546,1046458.0480842143
18547,939446.6186358631
18548,981227.2042589188
18549,645643.111576736
18550,593188.2929542363
18551,842107.2887636423
18552,226463.64754627645
18553,319939.5163782239
18554,496994.64592923224
18555,770879.2997758389
18556,477010.2620166689
18557,634763.6205256283
18558,1011287.0302854776
18559,887226.39176476
18560,895471.6356175542
18561,726805.889878273
18562,672503.3228614032
18563,450307.5154796392
18564,593762.9707758576
18565,597118.3208999634
18566,597147.2640744448
18567,912346.6070978642
18568,629830.245373711
18569,879676.67863518
18570,635109.9183956087
18571,775595.858411476
18572,642643.6438856274
18573,656074.033582136
18574,1044312.3840393573
18575,343443.62177468836
18576,829244.0604764819
18577,427293.98533539474
18578,198259.53600813448
18579,1118693.2575736642
18580,576265.6228446662
18581,571835.6859244704
18582,449736.42680846155
18583,493469.3053736985
18584,391597.1799881011
18585,796789.8304320723
18586,652600.5364916772
18587,418817.3800253272
18588,336092.6496028751
18589,683215.1067817956
18590,574659.322710827
18591,420968.27923847735
18592,335660.2321680933
18593,602463.541173473
18594,557474.1396639496
18595,1247828.2346288115
18596,236109.85199320316
18597,378773.90650868416
18598,785002.0785516202
18599,934722.1095006913
18600,636405.9857290387
18601,335705.65060438216
18602,198845.80349586904
18603,510737.75927624106
18604,1194649.237183243
18605,707553.9893319905
18606,644607.7057523876
18607,1402412.8882286847
18608,325215.5520876944
18609,1146498.927364096
18610,689721.8651030511
18611,1247395.6238141656
18612,406156.847339645
18613,924310.0981971473
18614,784504.0545743853
18615,230405.9562742561
18616,766641.0840510875
18617,450328.00720088184
18618,737340.5626550168
18619,209217.3891261518
18620,472916.35509096086
18621,798482.9617539644
18622,509062.1029673219
18623,656200.764952451
18624,705661.4387836754
18625,365648.79875166714
18626,493762.63870602846
18627,1254028.2133960426
18628,1035257.7446089685
18629,1115844.1342456937
18630,744775.2589025497
18631,712702.6240979135
18632,622435.6400988251
18633,413249.88676793873
18634,983271.1505215764
18635,802603.3330987096
18636,498696.77027221024
18637,857185.1725261956
18638,543779.17584382
18639,713952.6503155828
18640,731252.3722644448
18641,373595.50781330466
18642,448302.76862059534
18643,504319.8637121916
18644,666622.5312591791
18645,716959.5020221174
18646,1418788.5742537826
18647,543539.6055092067
18648,714905.8661884516
18649,557868.4000751078
18650,380655.47503365576
18651,309784.2389885932
18652,552781.5108523816
18653,646369.5961877704
18654,654259.5646771193
18655,595098.5366691798
18656,424190.5572155863
18657,681589.3857366592
18658,662682.1900693625
18659,535414.7050488442
18660,729163.9071965665
18661,310539.8433717191
18662,347117.94015577435
18663,390011.72371439636
18664,785850.671505481
18665,587981.5024342388
18666,337705.70119693875
18667,161011.88111661375
18668,490721.1094058901
18669,718270.6028407514
18670,899324.6476092339
18671,660955.9549272656
18672,536386.781223312
18673,572988.5958657414
18674,921993.7285272032
18675,737326.3784931749
18676,549930.2407165021
18677,329490.206403926
18678,431250.4969856143
18679,794309.6189727336
18680,636536.9626520127
18681,395579.10190191865
18682,798359.1419412643
18683,463322.9512589276
18684,584018.5604432076
18685,645218.3538177311
18686,588830.7230314165
18687,627485.8788224906
18688,691617.2835985869
18689,559804.242166236
18690,746637.4634034336
18691,692693.2657134384
18692,1074919.5999511331
18693,710653.9449312985
18694,590779.0735232681
18695,565968.7239648253
18696,738197.253535226
18697,292085.2845837027
18698,582031.218584016
18699,504901.0948406905
18700,447072.48479770124
18701,737154.7533568442
18702,727867.4508246928
18703,1200336.938424021
18704,1337934.8532176465
18705,502534.01813338697
18706,392182.53927245736
18707,690548.3042528629
18708,472774.8414426893
18709,551516.3507101238
18710,417403.0492070168
18711,436271.34242497385
18712,701266.616257593
18713,340424.3758921921
18714,488947.21606589854
18715,241756.96218079329
18716,545639.857353732
18717,1098625.5868192315
18718,337046.04837946594
18719,890593.2694664747
18720,682859.6200089604
18721,622648.5876824111
18722,682066.2910702378
18723,866356.7444547117
18724,721774.0078834891
18725,371075.6692289114
18726,272942.6137625128
18727,638886.2612752318
18728,556886.0578966737
18729,550687.6646581292
18730,669746.5150051117
18731,1117938.6257692277
18732,550725.6279185861
18733,323510.3037760705
18734,668000.9745180458
18735,766342.911206916
18736,726425.2211721838
18737,1092210.5999457687
18738,630076.3613796085
18739,535913.1251165867
18740,762004.0691184253
