ID,PRICE
18510,476626.09957273304
18511,1463461.8328591883
18512,1180424.074968189
18513,446197.2041016817
18514,158325.3737117201
18515,772586.3469605893
18516,824122.2694816738
18517,548195.6167220473
18518,446558.95744788647
18519,486942.42638738453
18520,518604.58861878514
18521,869541.6787131727
18522,888158.333583191
18523,651236.3836265802
18524,521885.1101601869
18525,604326.8294945359
18526,1212294.806039229
18527,627239.9318460375
18528,635548.7132774591
18529,482675.5768351853
18530,342393.4410081059
18531,547164.7954145223
18532,554432.4303828776
18533,885511.2102176249
18534,730683.5059326291
18535,1112608.5460093468
18536,1156524.8709445447
18537,304768.44381660223
18538,85811.08948746324
18539,1518070.4412673116
18540,425906.40390880406
18541,480521.84745401144
18542,1264998.1864266247
18543,367499.55004423857
18544,558172.0867055506
18545,1328345.1411684602
18546,1028070.2694036961
18547,978628.061374262
18548,1428885.500403434
18549,543510.1208595186
18550,539471.5032841563
18551,690084.7141870856
18552,345000.5323292315
18553,347626.46533699334
18554,565115.4165923744
18555,624526.683697328
18556,504236.49644216895
18557,688283.7083962858
18558,1006262.5807191133
18559,812762.8403033465
18560,674725.8747653812
18561,576269.9234024286
18562,766102.4780091345
18563,466279.77891789377
18564,625535.3482240736
18565,632707.7049431354
18566,331354.5971404463
18567,986223.8061282635
18568,557674.864390403
18569,963682.1168530583
18570,535588.9597518146
18571,1021854.411323309
18572,684836.9704295397
18573,445214.89830322564
18574,881456.9868105203
18575,365764.5620970726
18576,711972.1129629314
18577,407311.3708425611
18578,253393.12543787062
18579,1205284.9925579876
18580,479805.1027394533
18581,562796.1961034983
18582,642303.762331292
18583,305671.5870396644
18584,277928.5739030838
18585,623082.732376948
18586,516815.20680713654
18587,818832.604176864
18588,213776.17959593236
18589,308646.7483430356
18590,575747.3179146051
18591,583657.4296499938
18592,416987.99186991155
18593,439555.8841948211
18594,789651.9776221961
18595,1109637.4347038716
18596,375146.62375199795
18597,339752.26443459094
18598,676694.6204546541
18599,931769.7651384175
18600,359100.259101212
18601,302130.5516397804
18602,276530.54886721075
18603,519277.65578994155
18604,1390703.6468212605
18605,723247.4391127378
18606,449440.35622368753
18607,1690815.7638146728
18608,-2304.064975976944
18609,1012061.2953455448
18610,563121.3759774715
18611,1515261.2822229415
18612,505461.4141084105
18613,1009301.7141605169
18614,778659.7026984096
18615,335144.711521104
18616,599144.6571453065
18617,431718.179508999
18618,584093.0903214514
18619,237493.30371059477
18620,420587.15452858806
18621,675970.3507850766
18622,597090.8344214112
18623,500561.654217124
18624,635960.1135185361
18625,356374.723140344
18626,498637.3057502657
18627,1281604.7789831758
18628,1069656.8576537818
18629,1342384.2677021325
18630,902890.6354925185
18631,625806.0888023973
18632,511025.6838890165
18633,430785.0648831278
18634,816532.4390335977
18635,653114.0612392128
18636,393587.2895028889
18637,1097382.3244090974
18638,379602.57938709855
18639,689814.8629586697
18640,703003.3382504284
18641,438739.9292175919
18642,469898.9857068658
18643,481553.67058359087
18644,657583.2025513798
18645,671291.1404465437
18646,1198321.2212506384
18647,530754.2703524083
18648,698312.8162421733
18649,496362.09255488217
18650,368578.253981635
18651,367599.90618018806
18652,512309.3913757354
18653,527074.3017305285
18654,677551.0001464188
18655,655416.3515052199
18656,753030.8538137674
18657,619687.5088463873
18658,643044.7797363847
18659,530260.1675664634
18660,708111.2288916558
18661,351790.64120692015
18662,398468.24149246514
18663,490338.6928355843
18664,633751.8360624015
18665,507198.77069832385
18666,197701.2937850356
18667,555694.8253308684
18668,534225.4067163169
18669,665830.1990636736
18670,630178.3454264998
18671,628047.1141625941
18672,406038.5573669225
18673,714712.7221785039
18674,756210.2442180961
18675,664669.4137179703
18676,655418.2504449338
18677,337771.476452142
18678,502993.3037726134
18679,886617.0677504987
18680,627391.2026816308
18681,380391.04933178425
18682,877478.8046999723
18683,396173.062729463
18684,571994.9385973364
18685,800898.687800169
18686,454049.66191752255
18687,677224.7348828763
18688,728963.0927764028
18689,360511.758519575
18690,722448.599390626
18691,930306.1802165061
18692,1038807.3800832629
18693,743600.634781748
18694,399027.6429255605
18695,589187.450852111
18696,508661.4518235475
18697,343952.0630175024
18698,571140.7083780766
18699,426827.2411355376
18700,594334.6228255183
18701,793094.1700430363
18702,614592.4843061715
18703,1210529.8783216923
18704,1367607.442278117
18705,365758.7138120383
18706,386598.4391259998
18707,651655.7065369934
18708,500416.91040346026
18709,838575.4054229707
18710,503450.1121891141
18711,435223.2257877439
18712,788696.2041745037
18713,400744.71203042567
18714,411072.040598318
18715,301414.2119051665
18716,166719.99928687513
18717,978360.8701165766
18718,447542.4001581967
18719,989914.4135950953
18720,553821.8406585306
18721,596653.0732138157
18722,814975.6555885971
18723,755430.5292502344
18724,751567.316325441
18725,422795.8308946043
18726,284279.11559189856
18727,576685.760997504
18728,213758.55515874922
18729,605842.619206667
18730,645136.1992153823
18731,1362233.5527934432
18732,545916.1758979708
18733,437643.62212744355
18734,659369.7682253867
18735,714578.1046153456
18736,608794.8496256322
18737,885475.6310047209
18738,541394.3944675624
18739,381106.2045560628
18740,769822.7689507902
18741,510653.5460321903
18742,233780.90585663915
18743,861540.5748340636
18744,275747.21754820645
18745,774219.8476352692
18746,632029.700567618
18747,1051482.1085893214
18748,425126.9896571785
18749,545728.8323166817
18750,626455.8724370748
18751,629892.9063714892
18752,579899.1249913424
18753,961980.1373842359
18754,689538.2911878824
18755,404766.07342880964
18756,952214.6317328662
