ID,PRICE
18510,404833.46118971705
18511,1465434.3182420433
18512,1183577.9663811624
18513,440733.7099933028
18514,146881.8622121513
18515,765512.4585755169
18516,819639.1653499603
18517,543271.1903796196
18518,440777.79667809606
18519,510986.4421272576
18520,476036.42861676216
18521,889672.5296333134
18522,881771.2970956862
18523,628256.8523598611
18524,563485.0423560739
18525,650609.2654315531
18526,1208997.4192171693
18527,630616.4673705697
18528,635567.6587508917
18529,476298.38343301415
18530,333989.28723591566
18531,525795.4988706708
18532,588044.5772098005
18533,948280.124227941
18534,769186.7728834152
18535,1139884.0819988549
18536,1227471.700413704
18537,301273.77302643657
18538,-22456.284178227186
18539,1553941.857932806
18540,422500.3408064246
18541,480082.8505156636
18542,1295579.155676365
18543,351267.36263114214
18544,564383.6468286812
18545,1335082.6492552161
18546,1034101.1506177187
18547,900319.9144598544
18548,1459652.2148849666
18549,542589.8227077127
18550,518634.45097872615
18551,688183.5467655659
18552,280990.0894654691
18553,352376.3782207072
18554,561454.5631704926
18555,624807.8481883407
18556,529666.7670193017
18557,683126.7471811771
18558,1072231.686605066
18559,903137.4880963266
18560,673379.3289592266
18561,606291.1096430421
18562,731430.4873332083
18563,440985.89675939083
18564,603371.4747888148
18565,629784.6537606716
18566,320816.9242679179
18567,990507.5811625719
18568,554341.747646898
18569,961871.4851165116
18570,526272.8728786707
18571,1020175.2093087733
18572,675796.5318051279
18573,423252.43390768766
18574,935582.4676618576
18575,290261.2799728513
18576,756903.3247282207
18577,389146.679168731
18578,195005.7620396614
18579,1311275.0954347253
18580,484952.50026136637
18581,578786.8249734938
18582,633647.9259545207
18583,326661.6095702946
18584,323646.13048771024
18585,627204.9130722284
18586,520982.6945015192
18587,929768.7922516465
18588,272010.68624803424
18589,48612.80659839511
18590,575006.7299263179
18591,587644.5044467151
18592,344417.587243557
18593,429161.12622722983
18594,794098.4661842883
18595,1141957.4619755745
18596,408186.69801700115
18597,334711.6813143194
18598,678750.6529457867
18599,929279.1637021899
18600,320470.486066103
18601,305164.1525759399
18602,218370.22113487124
18603,477089.4545401037
18604,1393850.7780872881
18605,711787.8592430055
18606,422877.37870818377
18607,1741587.2009511292
18608,-113199.3453849256
18609,994418.1797302663
18610,563039.9859058559
18611,1517866.609578669
18612,512651.50228843093
18613,1004852.9165197611
18614,775634.9467930198
18615,315992.31841254234
18616,599232.0827322304
18617,435686.32979875803
18618,563585.8462715745
18619,237969.40672776103
18620,408056.8408077955
18621,702292.0971159339
18622,589154.8396914899
18623,497862.7284941375
18624,665476.721868217
18625,351617.7980210781
18626,494695.0978770554
18627,1312133.5731082857
18628,1169830.9349829257
18629,1460818.4984767437
18630,901547.015403539
18631,624195.8207190633
18632,556212.809815973
18633,427227.08627673984
18634,842358.7746397555
18635,675012.2530614734
18636,391072.1289102137
18637,1093433.2810406089
18638,301197.7992050946
18639,679106.0398229957
18640,683204.5507907867
18641,428898.3148639202
18642,459820.0168888271
18643,468760.6037532389
18644,610103.9594498873
18645,669834.9938447177
18646,1185199.4855199158
18647,528101.2363292277
18648,694320.4220764041
18649,516441.76245623827
18650,365483.3719805777
18651,305587.15135255456
18652,538505.0931315124
18653,525121.2692707777
18654,678085.8055675924
18655,661276.1057896018
18656,764230.8138999045
18657,645085.2503167093
18658,649161.8887488246
18659,475899.05650284886
18660,749714.2434532344
18661,354484.1350389421
18662,358202.3713468909
18663,487367.0040061474
18664,639545.938738972
18665,522040.5454696119
18666,221630.5615233183
18667,552787.3499113917
18668,516962.52803459764
18669,707863.4765357077
18670,681368.6645443738
18671,614432.8239176273
18672,400469.8609998524
18673,672826.8703649044
18674,736165.7206982374
18675,666507.2448817194
18676,711130.5796563923
18677,332161.2868680358
18678,514565.42683053017
18679,905662.0194350779
18680,580057.3504652977
18681,378162.6238537729
18682,928642.4930450022
18683,388017.8642361462
18684,580848.9287030697
18685,813544.7954129875
18686,451982.5546631515
18687,755551.1543975472
18688,774978.4708891809
18689,332471.8304671645
18690,733589.7018637955
18691,929957.2147451937
18692,969076.106582284
18693,786371.5307033658
18694,378017.38438916206
18695,591501.380933106
18696,482277.84158977866
18697,289432.0953925848
18698,560813.0977218747
18699,427765.9782090485
18700,599191.3910423219
18701,777610.9387748241
18702,631928.9005227387
18703,1205592.5482388735
18704,1382407.9708100557
18705,267714.2922336757
18706,369289.1357034445
18707,674589.7887222171
18708,493604.16742038727
18709,832318.9041574597
18710,527446.5408012569
18711,443296.30286222696
18712,784587.1160351634
18713,403912.3273192048
18714,408658.8421394527
18715,226137.63938453794
18716,-93871.97640809417
18717,973135.6955244541
18718,442567.81002882123
18719,1023339.8260184526
18720,553059.9031263888
18721,597793.7412872314
18722,814233.047811836
18723,752327.2521663308
18724,746510.2435268164
18725,425422.81854346395
18726,282702.46266013384
18727,611751.1811518073
18728,91980.83111795783
18729,656968.9714312255
18730,605132.5441493392
18731,1365992.1758663058
18732,485400.69419181347
18733,436190.25478231907
18734,654343.5527567565
18735,735227.6232761443
18736,611517.4830951393
18737,864333.2583929598
18738,526337.4495453537
18739,379878.8102135062
18740,708397.2418009639
18741,518409.57764288783
18742,203655.1272404194
18743,909618.2378595471
18744,270760.49292102456
18745,775189.7416816056
18746,585499.719381094
18747,1041638.3993524313
18748,430382.5858464539
18749,546366.9035921097
18750,593602.7500988543
18751,648984.8556699455
18752,535492.8018159866
18753,960414.2486609817
18754,687727.6605833173
18755,395248.7814233601
18756,1012888.9643620849
18757,399314.1665325761
18758,1110799.2333260775
18759,598923.5636568367
18760,1516583.0971089602
18761,475465.2818904817
18762,981805.4261346757
18763,448696.75883355737
18764,1143409.606439799
18765,504684.2181799412
18766,428051.2948949933
18767,460835.85440304875
18768,811770.2483202815
18769,519718.79215735197
18770,612088.0060301125
18771,324213.7114453018
18772,911632.4303488135
18773,544761.0140387714
18774,954667.0161494315
18775,299049.62515074015
18776,230431.04606297612
18777,567128.715035826
18778,717518.1810059845
18779,1293940.8364839554
18780,2178766.895600915
18781,605184.2359416485
18782,611668.3145981729
18783,369247.1209497452
18784,458854.4410069883
18785,616682.4870010912
18786,728218.3362306654
18787,407233.9716052413
18788,572681.5922275484
18789,926143.0959209502
18790,514199.78792124987
18791,848121.2307684422
18792,651943.8058307171
18793,919077.4248182774
18794,552394.6934952736
18795,753192.4050190449
18796,441803.3219500184
18797,614417.5032587647
18798,405490.03239172697
18799,645892.3688141704
18800,683777.5853153169
18801,392216.1523935497
18802,1165610.298206389
18803,762183.9944975674
18804,351167.1219096184
18805,489736.99117818475
18806,459588.25054877996
18807,353142.49245738983
18808,966648.3486080766
18809,437459.70503795147
18810,470135.1648054421
18811,791274.496347487
18812,506257.60146966577
18813,1362172.2505874932
18814,416914.19130825996
18815,561097.3085000217
18816,196375.69190615416
18817,314357.10660490394
18818,818727.5572777689
18819,1040913.3886656463
18820,335789.41900628805
18821,594887.4825409353
18822,688177.0534442663
18823,670758.1813387275
18824,511179.4570426345
18825,606227.6006911099
18826,896520.545715183
18827,355267.3328977525
18828,771857.4572330415
18829,340866.5169994533
18830,771566.8352481425
18831,282658.09104812145
18832,628670.691778332
18833,806882.6034671962
18834,408456.2257004082
18835,581929.3992005587
18836,889918.1292659342
18837,506835.9880962968
18838,425660.6437419057
18839,1124801.291181177
18840,431439.2910746634
18841,346365.74426710606
18842,1091494.0597560108
18843,590477.1829163134
18844,431260.25034710765
18845,590613.6828010082
18846,617654.4425086379
18847,613153.5291359127
18848,459267.1676828265
18849,404640.8863776326
18850,1454708.9919168353
18851,608481.6294662654
18852,644346.1925889552
18853,203919.61647614837
18854,212668.38814258575
18855,745001.8638826907
18856,687257.475117147
18857,757836.9492639005
18858,498459.93527036905
18859,452340.67009037733
18860,814567.6018922627
18861,437750.6822551787
18862,538484.9939800203
18863,943088.464828819
18864,565341.2724067867
18865,419830.4150082767
18866,-90788.9455998838
