ID,PRICE
18510,393510.3534755111
18511,1467036.2535596788
18512,1183546.1359989345
18513,443122.26801523566
18514,150487.23960471153
18515,766703.6971893907
18516,808740.792304188
18517,547097.5632737875
18518,441892.5805513561
18519,508544.9671886265
18520,457253.61763077974
18521,871836.8497999907
18522,883701.5738354623
18523,625189.2707940936
18524,566088.8203087449
18525,650242.4964480102
18526,1210070.7794046998
18527,627231.1901959777
18528,637460.835233599
18529,478336.04718214273
18530,337076.61086401343
18531,531015.7224139869
18532,569270.0003546476
18533,955864.5586820245
18534,753163.2505750358
18535,1166321.9041348994
18536,1234307.915405333
18537,303740.24231386185
18538,-8179.6963665783405
18539,1562526.1069042087
18540,425892.9265560806
18541,479935.1101140678
18542,1318608.9081840515
18543,351127.40093675256
18544,561235.8519867063
18545,1342292.184958011
18546,1035615.8006628156
18547,900947.7727743983
18548,1474558.3377351463
18549,545576.2138988376
18550,512746.12302723527
18551,691487.5283334553
18552,274257.393596977
18553,351471.1420580447
18554,561375.8836554289
18555,627037.3909551203
18556,511633.46195945144
18557,685768.6550035477
18558,1083567.2124395669
18559,905357.4737066627
18560,675207.798717171
18561,568507.294665873
18562,708227.8233738542
18563,403339.6089464426
18564,608188.1171241701
18565,632075.8735910654
18566,321013.48769810796
18567,990639.7523547411
18568,556084.1401127279
18569,962249.4511997998
18570,528284.5913209319
18571,1009481.8279684186
18572,678012.363063097
18573,425557.1402514279
18574,918604.3915125132
18575,300696.2697093189
18576,728919.1116511226
18577,385914.3935523927
18578,208466.62554460764
18579,1317618.1751793623
18580,484325.1827118993
18581,578071.8950079083
18582,636808.3004166782
18583,320474.3155090511
18584,312824.57582992315
18585,624710.9402035773
18586,525387.0488436222
18587,941019.9546257854
18588,242344.8529701829
18589,43146.772407352924
18590,576870.3027031124
18591,590650.7675632536
18592,338319.1265897453
18593,430744.195258975
18594,796801.837690264
18595,1130362.1267894506
18596,382295.5101817548
18597,337140.24380996823
18598,678166.2657408118
18599,926406.4282772839
18600,325948.9679726064
18601,305245.630427897
18602,193263.351246804
18603,458019.0905715227
18604,1395137.7951591313
18605,710033.7452995181
18606,426217.6335324645
18607,1731016.6506639123
18608,-102106.40367051959
18609,1013658.1086864173
18610,562819.1749932766
18611,1516777.4076511264
18612,515999.30250936747
18613,1009187.3917293549
18614,778592.8551176786
18615,319683.9492904842
18616,599557.5978679359
18617,437421.52300816774
18618,566166.1843469441
18619,242241.85657280684
18620,410233.4614697695
18621,706400.4227920771
18622,589684.8464162052
18623,499563.76688194275
18624,656825.0299257636
18625,354172.01481342316
18626,497381.7825218141
18627,1333368.3556945026
18628,1155229.7069909573
18629,1459297.440460056
18630,903854.5928548276
18631,625411.3091879487
18632,529101.8131097257
18633,427262.4387091696
18634,834796.5081262589
18635,657452.6863490641
18636,391891.0242854357
18637,1083644.1575984359
18638,284130.3184991777
18639,678719.2117941082
18640,678920.2194496095
18641,430789.08332282305
18642,463463.5741402805
