ID,PRICE
18510,404004.474321872
18511,1467201.2034591436
18512,1183162.708305627
18513,443959.5347352922
18514,151485.11682838202
18515,774890.2964895368
18516,822963.381793648
18517,552917.2946033776
18518,443104.46553370357
18519,511432.64196014404
18520,480464.1974400878
18521,872609.3725379705
18522,881740.8551124632
18523,636946.718336761
18524,567243.6217594743
18525,657985.5904400051
18526,1210472.268713206
18527,635167.8782095015
18528,638718.1717118025
18529,478700.8578553796
18530,338975.0795406997
18531,529234.2673510015
18532,569428.5139707625
18533,951939.3208897412
18534,754871.0792362392
18535,1149738.8100491166
18536,1231450.382558167
18537,287295.97644999623
18538,-21282.03764900565
18539,1550898.596795112
18540,428705.41164654493
18541,480570.2129086852
18542,1302916.267232746
18543,351265.9750532806
18544,569133.1114517152
18545,1340140.7440209687
18546,1036340.8492330015
18547,899146.8825193644
18548,1459816.3956473768
18549,546474.6073173285
18550,520210.93796396255
18551,673340.6045363247
18552,283671.8934890926
18553,355542.19318172336
18554,564469.5679858327
18555,630007.2426400185
18556,493070.2479660809
18557,686785.1028899848
18558,1078128.7384303808
18559,910523.783619523
18560,676936.4415406585
18561,573757.7964214385
18562,735338.2608646452
18563,426588.6366403997
18564,608506.9128710628
18565,634429.2848140299
18566,325273.587852031
18567,990011.0798445046
18568,556752.0298366547
18569,963344.2018821537
18570,528822.6683595479
18571,1022169.6220467091
18572,676640.6202143431
18573,424033.743840009
18574,920060.4969637692
18575,293873.4646640122
18576,752881.8260765672
18577,393631.4267022908
18578,198108.64239296317
18579,1317200.0690873265
18580,485280.68920099735
18581,577713.2997321784
18582,619215.9793384373
18583,323543.7430974841
18584,327804.4899920225
18585,627708.7730236351
18586,526327.4307789207
18587,942746.2927792668
18588,255958.61986142397
18589,59661.43940779567
18590,582310.3485649824
18591,591455.2811621428
18592,348091.87859764695
18593,430911.3462019861
18594,799940.9052256346
18595,1141923.2251374424
18596,371655.88117718697
18597,336918.8626345694
18598,679056.3049993515
18599,926756.3326942921
18600,319064.98873877525
18601,307365.90521231294
18602,205925.47080984712
18603,481243.9175286591
18604,1395292.1086198688
18605,719172.9494283497
18606,425606.94811049104
18607,1742964.2543050945
18608,-114886.21414020658
18609,993647.5178051889
18610,563744.5335401893
18611,1516846.934288144
18612,516736.378464818
18613,992376.4096466899
18614,779736.6448713243
18615,319140.325725615
18616,600277.1106897593
18617,437482.9419707954
18618,565377.0155975521
18619,249084.27954363823
18620,408485.64654400945
18621,707183.3500284851
18622,591395.6914359629
18623,500713.5294865966
18624,671598.5680640042
18625,353382.1385267377
18626,505761.83958390355
18627,1318240.940228641
18628,1169322.1423361897
18629,1466509.8052565157
18630,904685.521743834
18631,625170.7018993497
18632,555305.0935071111
18633,424882.1246224046
18634,844404.7772377133
18635,658532.0172029436
18636,376389.3591391444
18637,1095569.4234727025
18638,303988.1233512461
18639,686714.2560186386
18640,689052.3150372207
18641,430712.3797774017
18642,446841.0209131837
18643,476139.74489432573
18644,616018.6438070536
18645,675633.9690220952
18646,1168808.8959458768
18647,531615.8757039607
18648,701967.0889146328
18649,504386.42624518275
18650,366964.5459587574
18651,289168.13616365194
18652,544431.2105798721
18653,524759.5407369733
18654,681759.6068706512
18655,668700.0549616814
18656,773355.1380057037
18657,652090.2875629961
18658,652726.5340770185
18659,481141.7926978469
18660,755864.5297087431
18661,355342.8453899324
18662,340895.1640242934
18663,491002.64437004924
18664,638419.5984014869
18665,504950.34135752916
18666,219001.58477315307
18667,559995.6901524067
18668,518231.90292721987
18669,714235.8445270658
18670,677225.0334049463
18671,620449.3700993955
18672,404005.0267894268
18673,676533.7931612134
18674,737894.95301494
18675,651922.0636528134
18676,716387.3170698583
18677,335425.37129950523
18678,512432.91609176993
18679,906685.7036401331
18680,585444.502518028
18681,381306.98477458954
18682,936038.5268260837
18683,391769.1940650344
18684,565098.807843715
18685,813567.6861453354
18686,457258.4212047756
18687,762354.2327517271
18688,782634.7478769124
18689,316505.61356413364
18690,722463.2376970053
18691,938020.4219108224
18692,945051.9531773329
18693,794035.366468817
18694,386077.13494181633
18695,593613.722723037
18696,482408.0449555516
18697,293839.7935010493
18698,565488.2817521989
18699,429180.9373944402
18700,602640.9079264998
18701,784208.6194402277
18702,635293.033790499
18703,1205878.4876326919
18704,1376672.055551201
18705,268230.3074043691
18706,370124.75790670514
18707,680168.0213986635
18708,480002.3454044759
18709,836356.9244841635
18710,509820.028205812
18711,447768.2021175325
18712,791553.4957338274
18713,407565.00719088316
18714,412278.27263748646
18715,210433.54783430696
18716,-81949.88499194384
18717,975193.098454833
18718,445060.0114494264
18719,1032021.3864324689
18720,555802.0052996576
18721,602481.4516430497
18722,816312.3447176516
18723,754556.4363932014
18724,747256.8396909535
18725,426653.33687511086
18726,287042.5430035591
18727,618029.2764708698
18728,90944.15663731098
18729,663583.2083121538
18730,588763.4561581612
18731,1369175.3372238874
18732,487071.7091348767
18733,441213.75870490074
18734,657714.1355501413
18735,740963.9760069549
18736,613871.0123716891
18737,865174.4720331728
18738,531672.9025331736
18739,383571.3434021771
18740,711572.4537402987
18741,523010.5376871228
18742,206245.1774546802
18743,915034.1588384807
18744,259067.84726655483
18745,774262.5547978878
18746,591543.4293083847
18747,1038237.2730382979
18748,432261.86475363374
18749,551063.3730474114
18750,596204.2875659466
18751,653856.8211025596
18752,540246.7361786067
18753,961028.8087627292
18754,690563.5826179683
18755,401095.22434592247
18756,1000480.8787982762
18757,398155.29321849346
18758,1111312.2577584982
18759,582013.4360504746
18760,1516576.8365656137
18761,479994.6899918914
18762,979792.7366206348
18763,450455.2765753567
18764,1149116.4836910963
18765,506139.70470523834
18766,408866.76108521223
18767,463103.34249711037
18768,812627.6487110555
18769,525482.423488915
18770,615686.3759205341
18771,327968.1232612133
18772,915815.2600325942
18773,556633.0610087216
18774,959764.0263529718
18775,298135.29704687
18776,234068.67568045855
18777,571832.22332865
18778,720812.5822713375
18779,1304437.3147834837
18780,2182211.59233287
18781,609676.1285075545
18782,614585.8168751299
18783,365649.44847109914
18784,448231.03191551566
18785,600556.7453143597
18786,731837.4537442029
18787,411204.88022840023
18788,578331.8883993626
18789,942171.4987594783
18790,517761.1006987989
18791,853873.5889615119
18792,660166.9142347574
18793,911667.6959902942
18794,556729.396961838
18795,760886.5088209808
18796,424804.1569099128
18797,612392.5934999287
18798,412181.3628206849
18799,647362.7544291914
18800,666515.3572473526
18801,391429.5177285075
18802,1162458.158435911
18803,763652.4329823256
18804,352840.9991929531
18805,493716.2596002221
18806,460841.2630327642
18807,354211.1503262818
18808,958574.9691656828
18809,418172.9177635312
18810,472772.562545985
18811,781910.4608236253
18812,509934.32132717967
18813,1363030.7370035052
18814,420501.7215453088
18815,543359.9596659839
18816,207282.55581381917
18817,318812.81958144903
18818,823715.9681634605
18819,1048027.3253878653
18820,339038.75533127785
18821,594655.091248095
18822,689218.6625837982
18823,677007.3316834271
18824,516650.160307616
18825,609825.2731979191
18826,898441.6347846389
18827,356964.0280623138
18828,777786.9204950929
18829,324387.7179712653
18830,773306.2567254901
18831,249833.3565324843
18832,634022.5653092265
18833,816861.3588623703
18834,394652.75431868434
18835,587506.8157675564
18836,897443.3336057365
18837,509355.872392565
18838,430353.33853274584
18839,1126913.883511722
18840,413542.18858620524
18841,351332.2776698768
18842,1074518.6481724381
18843,577609.3935197592
18844,434452.5512153506
18845,590291.5771217346
18846,618250.8883726299
18847,619565.125138253
18848,443246.8694142401
18849,409777.10944345593
18850,1463518.7379159927
18851,611295.3919502795
18852,647183.5961987972
18853,208601.84260365367
18854,208836.15339493752
18855,748692.3714424372
18856,691768.9057015777
18857,759821.6089986265
18858,500526.3253735304
18859,455074.1893981099
18860,799600.6114521325
18861,439508.7824783325
18862,533999.1848758459
18863,946868.4214413762
18864,571099.6834594011
18865,404731.9011526406
18866,-78787.76242345572
18867,479619.3612983525
18868,193974.81111609936
18869,864464.1826405823
18870,488760.75027129054
18871,538605.7871721685
18872,1442433.6713528633
18873,624476.9977182746
18874,272640.9856825471
18875,1009515.4771070182
18876,190330.39126956463
18877,839139.5721930861
18878,521128.7131918669
18879,878248.850379169
18880,418321.703281492
18881,639055.2183430791
18882,481973.3130964935
18883,529487.9710272253
18884,580045.6036577523
18885,1216231.0508521497
18886,540602.559830308
18887,365803.29990416765
18888,737490.0249666572
18889,718705.972691983
18890,542885.8420898914
18891,400005.71232643723
18892,820062.1918903291
18893,649065.322779119
18894,759487.1829106212
18895,930480.9065217674
18896,1410223.0550885499
18897,567209.4512094259
18898,404122.95504423976
18899,489665.4926677942
18900,419896.09894168377
18901,522360.0748004019
18902,666661.8733726442
18903,535082.0961333811
18904,398693.5010344982
18905,912053.2189098
18906,1289201.4903202057
18907,797012.8102450371
18908,104584.33776792884
18909,666650.3101094961
18910,1237541.00959
18911,332515.2850666642
18912,669638.6299728453
18913,500400.8215007484
18914,346353.2195058465
18915,685000.6285387874
18916,485134.72440579534
18917,444182.1806345284
18918,354668.00083202124
18919,539251.7980549634
18920,586723.6581691802
18921,756531.6964715719
18922,356659.6647516787
18923,1415722.4539639056
18924,679031.4988463819
18925,603318.5713048875
18926,1206084.2034719586
18927,346759.8481631577
18928,700413.9917206764
18929,537864.8317349255
18930,351245.6342946887
18931,754920.6324010789
18932,761298.279304564
18933,355818.41364103556
18934,1637016.5772369504
18935,419593.19998443127
18936,715320.7931824625
18937,1339692.0088299215
18938,895281.9329894483
18939,869669.7683233321
18940,551757.1579661965
18941,602923.5988598764
18942,356672.0143350959
18943,726922.0098628402
18944,497170.7453214526
18945,338670.76343533397
18946,293782.27227953076
18947,578397.4397305846
18948,509290.98244425654
18949,672005.7910537422
18950,1101368.1216647625
18951,868165.2999038398
18952,888612.0991517603
18953,431720.4964647889
18954,1195486.0961277783
18955,457073.0681476593
18956,827605.3983846009
18957,570087.896328181
18958,353218.6480922401
18959,-52424.519743442535
18960,631027.3927429914
18961,720137.3007624447
18962,194690.7443857789
18963,736563.5444151461
18964,365630.1649271846
18965,193363.19912034273
18966,412047.6063449979
18967,558933.665517509
18968,596860.3526613414
18969,78168.15061318874
18970,629290.4492282271
18971,156495.7689012587
18972,597911.9620251656
18973,358118.00230133533
18974,546843.8399709463
18975,1309551.2048051655
18976,471198.9038993418
18977,310732.006113708
18978,1165898.4785965383
18979,216371.9844378829
18980,400119.723398298
18981,496580.3687815964
18982,709534.1419410706
18983,554501.7034440935
18984,799552.9833312929
18985,660852.3405998945
18986,660533.9776104391
18987,1422770.8580314517
18988,958066.1969561577
18989,556612.4640381634
18990,615820.8687843978
18991,669853.2774761319
18992,560269.8881982267
18993,911661.8743233085
18994,488698.5249249041
18995,621996.6756345034
18996,519111.1962493956
18997,559850.6948875487
18998,992610.8264575303
18999,1635747.115417242
19000,484185.5186159313
19001,1129984.869544506
19002,396573.4388669133
19003,355193.1601277292
19004,557284.1450052261
19005,1031081.2238810658
19006,1164859.8681536615
19007,444395.59997314215
19008,309212.03448212147
19009,578445.517257303
19010,410872.91386663914
19011,526199.1055341363
19012,628544.9377121031
19013,785481.0793046057
19014,364220.5321017802
19015,603476.8201513588
19016,254354.88362249732
19017,926049.1612874568
19018,353251.01715168357
19019,699369.4386411607
19020,981887.2425251901
19021,575069.0250696242
19022,1058145.4707811773
19023,770727.1635756195
19024,606535.1720218658
19025,624979.8943601847
19026,540642.8246449828
19027,579501.7475421429
19028,896400.8605388701
19029,413588.6970382631
19030,615068.822409153
19031,623637.5175798833
19032,953607.8510995805
19033,664896.2580052018
19034,1057778.2696914077
19035,939589.6158412695
19036,509510.2173131108
19037,1281621.2336833775
19038,528841.7744003236
19039,1089427.72383821
19040,510148.4009016156
19041,1263193.6000773907
19042,596223.2202683389
19043,567381.534032315
19044,678452.9959627986
19045,632716.801771909
19046,634417.9081258476
19047,87753.80301642418
19048,1370053.2205659747
19049,997193.220436424
19050,1324089.282712549
19051,1037698.6391312182
19052,184574.25109294057
19053,229550.10954797268
19054,1382982.566769421
19055,634955.5281048119
19056,901701.3409350812
19057,325209.82036697865
19058,1531374.9744448066
19059,571299.7252817452
19060,908131.0807850361
19061,1276044.56719774
19062,313114.6087819636
19063,300605.76219436526
19064,411727.6932913661
19065,413897.31399565935
19066,717909.3543306291
19067,574658.2763582468
19068,785828.9420652986
19069,406151.3786945045
19070,496276.0882034302
19071,1249914.841466993
19072,595341.1290687025
19073,503790.5936232209
19074,631438.6622321606
19075,497694.09214639664
19076,603836.1327250898
19077,780545.4080405235
19078,506095.66617563367
19079,615720.4903231263
19080,351009.5430173576
19081,874643.1980334818
19082,899800.0424929261
19083,442688.41393074393
19084,385303.1967163086
19085,804813.000474453
19086,645224.3459503353
19087,885149.8690039217
19088,954748.2069302797
19089,678448.1637676656
19090,620148.3769780099
19091,343479.5854485631
19092,919711.542602092
19093,336730.27208822966
19094,551558.5005150139
19095,874753.9333284795
19096,527118.2159131765
19097,748447.5131293237
19098,449074.5974782407
19099,351637.0823304057
19100,610465.5395373702
19101,149235.6839286089
19102,663902.0074307323
19103,634687.2713164687
19104,216974.2902340591
19105,983801.1812843382
19106,266496.5063185692
19107,622137.0142256618
19108,1310753.6891783476
19109,1295261.078985542
19110,1644201.4680998623
19111,478900.25303533673
19112,938080.4646716416
19113,323253.0281896889
19114,965775.3886224031
19115,546927.366596967
19116,973084.5979126692
19117,416128.4692288935
19118,270547.40292301774
19119,783125.6315722466
19120,642466.6875566542
19121,392711.3747611344
19122,747270.8271327317
19123,964259.5642583966
19124,686111.8372386396
19125,449714.8771767616
19126,580167.5951432586
19127,606974.5487090647
19128,353834.44042670727
19129,368441.00989854336
19130,555944.1134475172
19131,340315.1807474196
19132,1081030.648695141
19133,557694.0784552991
19134,669558.5844834149
19135,454920.52400654554
19136,979228.9063376784
19137,731035.7533149421
19138,416476.84561541677
19139,1026558.926733315
19140,228034.15708592534
19141,458762.57678204775
19142,540082.0114268363
19143,709810.2393209338
19144,374422.90142056346
19145,455880.9123209417
19146,465702.83569940925
19147,641989.7989358008
19148,434003.25252464414
19149,888486.1802138388
19150,-44128.02959293127
19151,738577.4340078235
19152,983046.8284855187
19153,631018.1669539511
19154,680149.5083369315
19155,538424.5355247855
19156,734615.1715866029
